event_id,title,category,venue_name,neighborhood
a6e296a4-26c5-9303-8dc4-b283e87fef5f,"Volunteer Day: Newport Garden","Gardening","",""
2674dbde-7b4b-18e1-79ff-bcf71260197d,"Kids In Motion: Austin J. McDonald's Playground","Family & kids","Austin J. McDonald Playground",""
4f3969e8-fdef-1e43-8938-42c0d3b6326a,"Bring a Friend Friday at Ocean Breeze Athletic Complex","Walking","Ocean Breeze Park",""
d0252d77-7d6e-23a1-4533-1a9e510c0f53,"Summer on the Hudson: Billion Oyster Project Presentation","Wildlife","West Harlem Piers",""
b06b3bd8-428a-ad94-ef65-bb289b455712,"Ali Stroker","Live music","Hudson River Park",""
ad79d119-109e-69c9-5430-1d199d56ffff,"Juggling in Greeley Square Park","Social Sports","Greeley Square Park",""
4949a787-7dd7-fae3-dcdb-94a7d27aa7a7,"Kids In Motion: Levy","Family & kids","Levy Playground",""
679dd576-95c7-dc37-a608-2fd3e234e385,"Expert-Led Explorations: Plankton - July 29","Hiking & parks","Pier 5, Brooklyn Bridge Park","Brooklyn Bridge Park"
32ebed19-f766-1a9b-8b61-e3dbef51fcf3,"Storytime with Brooklyn Public Library - July 31","Family & kids","The Vale, Brooklyn Bridge Park","Brooklyn Bridge Park"
d2f90b4a-18c4-d284-7f88-0a882e8df305,"Summer on the Hudson: Children's Performance Series featuring Arm-of-the-Sea Theatre","Family & kids","Riverside Park South",""
71f2a897-a6fe-1d44-9606-ffddb7a28026,"Muay Thai","Hiking & parks","Bryant Park","Midtown"
4688d4dc-36eb-96bf-1536-d2b6b6a5691e,"Beginner Yoga","Yoga & Pilates Classes","Forest Park",""
89fb7d8c-5c60-9650-e249-0801209cf49a,"Riverside Field House: Bodyweight Blast","Exercise Classes","Riverside Park",""
669cce96-c871-1b0e-2147-2bf00cadbca7,"Writers Workshop","Hiking & parks","Bryant Park","Midtown"
5237ae01-d0a4-2289-467c-115e94e71458,"Disability Pride Night: Musical Performance & Q+A with Just Call Me By My Name","Live music","Poster House",""
357d067c-cc97-911c-4a34-91686a48a2c9,"Kids In Motion: Yellowstone Park","Family & kids","Yellowstone Park",""
69a54b21-a995-3902-5412-bf466e80521d,"Board Game Social","Sports & games","Bryant Park","Midtown"
1304d3ba-49d8-8747-b70d-63c43f10819f,"NYRR Open Run: Soundview Park","Running/Jogging","Soundview Park",""
73416917-af96-5336-a360-2f3d3986c272,"It's My Park at Bensonhurst Park","It's My Park","Bensonhurst Park",""
6647d1e0-89cf-96c6-a0ee-b7ddcd1e7aae,"Summer Sports Experience: Wendell Foster Park ""We Got Flags, No Pads""","Football","Rev. T. Wendell Foster Park and Recreation Center",""
cc0bb6eb-5be1-ae11-044f-999eff5462c0,"Kids In Motion: St. John's park","Family & kids","St. John's Park",""
87d1bf25-588a-742b-6274-23e3bdc97064,"Piano","Live music","Bryant Park","Midtown"
08c3e541-1c6d-3735-7f07-586b9001d3e0,"Teach a Horse to Fish with Ciara Middleton","Wildlife","Concrete Plant Park",""
14b3e41d-c4ed-a39d-82b7-95fc724eeab8,"Yoga in the Park","Yoga & Pilates Classes","Randall's Island Park",""
bcba8349-6609-70c6-52b7-18f72938d5d7,"Nature Exploration: Lake Appreciation","Nature Programs","Prospect Park",""
b86d3afb-342d-4e55-d1c7-e4dcabaf33e0,"It's My Park at Westerleigh Park","It's My Park","Westerleigh Park",""
fc955a4f-b3b2-aa82-d90a-05a7c0572243,"Non-Fiction","Hiking & parks","Bryant Park","Midtown"
329e9878-b3fa-998d-9d87-b877a5e0f2a0,"Kids in Motion: Breevort Playground","Family & kids","Brevoort Playground",""
e29b6e84-37c6-0119-7e92-eaca480f6893,"Bryant Park Picnic Performance: Carnegie Hall Citywide: El Laberinto del Coco","Free Summer Concerts","Bryant Park",""
c0446d09-a979-c31f-e499-119794a953a5,"Kids In Motion: Schmul","Family & kids","Schmul Park",""
f5616214-2b8f-641c-580b-81def0576e78,"Kids in Motion: Metcalf Playground (Let's Make Clay Monsters)","Family & kids","Soundview Park",""
e51a4ddf-f9cc-5c7a-5513-fa4094e24003,"Stewardship Morning at the Foodway","Gardening","Concrete Plant Park",""
58ec7d45-bc84-f764-8b06-b0f603f5dfee,"Green-Wood After Hours","Walking Tour","Green-Wood Cemetery",""
b0105eb8-cdbe-ccb7-fc84-736120b3aa88,"Wetlab Look-ins","Hiking & parks","Pier 40, Hudson River Park","Pier 40"
983b59c9-c007-5732-1148-ab2e2af2fe2f,"It's My Park at Highbridge Park","It's My Park","Highbridge Park",""
530b297f-e6ba-5820-b4b4-db0a0cbaa7c6,"Disability Pride Night: ‘Proud to Be Me’ Flag-Making Workshop","Theater","Poster House",""
e6fb8080-2e6d-7408-dfc1-6453367c473a,"Le Carrousel Extravaganza","Hiking & parks","Bryant Park","Midtown"
621a865f-1061-3d0c-eefe-b74fb9d7ff27,"Kids In Motion: Harold Schneiderman Playground","Family & kids","Harold Schneiderman Playground",""
db8b8866-bc29-71b1-33db-c42fa9dff41e,"Kids In Motion: Police Officer Edward Byrne Park","Family & kids","Police Officer Edward Byrne Park",""
cca3c2fa-1f57-5a02-8da2-36a0fe9063a1,"Summer on the Hudson: Pilates in the Park","Yoga & Pilates Classes","Riverside Park South",""
3b4a24c9-91b3-5119-f68c-283c6def1bc3,"Free Yoga at Franz Sigel Park - Friends of 4 Park Alliance","Yoga & Pilates Classes","Franz Sigel Park",""
ef6a2ed3-ef2b-ed61-8351-220a23035ee1,"Sensory Station","Hiking & parks","Bryant Park","Midtown"
ceae4951-c96f-47e2-7cb2-3f893d73fb20,"Threading the Line: Sewing Session with Saskia Jorda","Hiking & parks","Governors Island","Governors Island"
3f0b7041-c770-6dff-58ed-6668505a88a0,"Knitting","Hiking & parks","Bryant Park","Midtown"
b5bbc425-550d-c332-9a69-fb5fdafd13c0,"Play Mobile: Sobelsohn Playground","Sports","Forest Park",""
f0df12ca-8e75-6007-9843-e14426409e13,"Chamber Music: Wreathed in Blossom","Live music","Governors Island","Governors Island"
c8dc6d7e-51e9-1853-1844-7429009b7b9f,"It's My Park at Lion's Pride Playground","It's My Park","Lion's Pride Playground",""
d3900eec-934d-8984-a469-54e23466866c,"It's My Park at Hunter's Point South Park","It's My Park","Hunter's Point South Park",""
3f412e93-a9de-734d-7f2d-56024fc5cee5,"Kids in Motion: John J Carty Park","Family & kids","John J Carty Park",""
a9a30d00-2791-9b18-98f2-1d23f99f9664,"NYRR Open Run: Astoria Park Dog Days of Summer","Running/Jogging","Astoria Park",""
bed0b708-11f4-cf65-c8fa-0fbc2f4d5bb4,"Contemporary Games Social","Sports & games","Bryant Park","Midtown"
6951cb0c-2315-b06d-3f38-703fc6b063f0,"Dean Hurley, C. Lavender, Ash Fure","Film & cinema","Pioneer Works",""
d6b0fb8f-5e3c-887d-b1a4-50c8232e6cb5,"Kids in Motion: Al Quinones Playground (Let's Make Clay Monsters)","Family & kids","Al Qui&#241;ones Playground",""
e8a68df7-9434-03ba-f6bf-643f3ac59b44,"Shoreline Cleanup","Waterfront","Inwood Hill Park",""
75fd3a7c-40ca-7a25-3659-4b3b19c4c284,"Youth Volleyball Clinics - August 1","Family & kids","Sand Volleyball, Brooklyn Bridge Park","Brooklyn Bridge Park"
c1cc1911-9abf-ae27-c7a4-b766a316dfda,"Play Mobile: Park of the Americas","Sports","Park Of The Americas",""
0b5941e6-35bf-aec7-11a8-6599ed9d06d4,"Expert-Led Explorations: Oysters - July 30","Hiking & parks","Pier 5, Brooklyn Bridge Park","Brooklyn Bridge Park"
15cd3fb7-a7fc-1708-6bea-a501615ec532,"Trail Work Thursdays","Walking","Van Cortlandt Park",""
0adddfb9-e35e-58fa-f424-fdaa96b95533,"Sing-A-Long","Live music","Bryant Park","Midtown"
6cc59e2c-cfc3-1d52-34e2-5e7fb53da047,"The Bronx Museum Presents: Meet Me At The Park&#8212;Wood Carving With Artist Jill Cohen-Nu&#241;ez","Art","Joyce Kilmer Park",""
16e2fa58-54e0-8500-b09f-2ceb22ced01e,"BTS The City Arirang Project","Others","",""
442b860a-5725-0e78-177a-6a2864963ee8,"Summer on the Hudson: Art in the Park","Art","Riverside Park",""
3e6cdd58-a6b1-e8e7-da31-584294e9bf00,"Kids in Motion: Loreto Playground (Let's Make Clay Monsters)","Family & kids","Loreto Playground",""
1eb0f0c1-9eaa-1744-abe8-85d0811a1228,"Kids In Motion: Faber","Family & kids","Faber Pool and Park",""
68a6026d-5fe0-0c25-d551-64d6c746a985,"Marine Park Forest Restoration","Volunteer","Marine Park",""
7dde4942-38a6-8186-e76c-b8ff07e5805d,"Kiehl's x Go Greek","Others","",""
13bb238c-5e30-60f1-c10a-c5eef5e07ec9,"Open Hours at the Environmental Education Center - July 30","Hiking & parks","Environmental Education Center, Brooklyn Bridge Park","Brooklyn Bridge Park"
4713920c-4284-acdd-8500-589b36c51c05,"Screen Printing for Beginners","Workshops","Kissena Park",""
1fc825e3-14d5-2cb5-f1e2-277ab031cdea,"intenSati","Exercise Classes","Forest Park",""
28ee3e11-2a9a-a2ea-9676-7e0b24c0ccaa,"Poetry","Books & readings","Bryant Park","Midtown"
632def64-10d9-9cee-ac95-3c3276554e25,"It's My Park at Leif Ericson Park","It's My Park","Leif Ericson Park",""
f182c736-0fb0-7513-b347-8ddd33624942,"KIM : Nostrand Playground","Family & kids","",""
5c184e0b-e443-cc4f-6610-8d226b944e71,"Kids in Motion: Brownsville Playground","Family & kids","Brownsville Playground",""
91240817-d831-8bdb-dfb4-18bddb5d6d24,"Kids in Motion: Jesse Owens Playground","Family & kids","",""
c334df7f-644d-42ce-01b7-c383644d14dd,"Basic Canoeing and Nature Exploration","Urban Park Rangers","Willowbrook Park",""
3dc534f1-67e3-72e8-302e-cc85b2c019a1,"Kids in Motion: St. James Playground (Let's Make Clay Monsters)","Family & kids","St. James Park",""
44e0a09a-5e7f-b883-7665-3d32bd475b8b,"Folk Jams in Greeley Square Park","Free Summer Concerts","Greeley Square Park",""
50365900-1038-c957-51fd-13f3042b128f,"It's My Park at Ralph Bunche Park","It's My Park","Ralph Bunche Park",""
e1ce61f6-ef01-448d-ad74-6952713434a1,"You Belong in STEM: Careers Creating Change","Hiking & parks","Pier 57, Hudson River Park","Pier 57"
f0d2f273-1cc6-6d2f-e17e-eb3a74a6e614,"Magnetic Archery and Foam Axe Throwing","Urban Park Rangers","Crotona Park",""
1721e3c3-d0bb-17de-92ad-a0c51ad7d523,"Le Carrousel","Hiking & parks","Bryant Park","Midtown"
9efc305f-2403-e356-9f7b-1b6acad9b19f,"NYRR Open Run: Baisley Pond Park","Running/Jogging","Baisley Pond Park",""
7128204d-a474-c210-c381-776af0773eec,"CANCELED: Summer Sports Experience: Basketball, Soccer and Flag Football","Summer Sports Experience","Horace Harding Playground",""
afa5ceef-cc5c-3314-4b38-c1559d0bcd98,"Carnegie Hall Citywide: El Laberinto del Coco","Hiking & parks","Bryant Park","Midtown"
98744771-3956-8de2-f799-a79f4d5eedbe,"Julieta Venegas / Lasso / Micro TDH / DJ Anamaria Sayre","Live Music","Manhattan",""
34b1e1be-95f6-5083-4771-02ffa64b4bb6,"Open Hours at the Environmental Education Center - July 31","Hiking & parks","Environmental Education Center, Brooklyn Bridge Park","Brooklyn Bridge Park"
3d0ff2fb-c228-006f-8d2c-812a974e60dc,"Bryant Park Shop","Hiking & parks","Bryant Park","Midtown"
22d32ea5-99bd-bdaa-335c-b42ca7a15a94,"Kids in Motion: Willis Playground (Let's Make Clay Monsters)","Family & kids","Willis Playground",""
09d84fbd-c6e6-8992-fdd6-81ea98836d53,"Kids in Motion: Flynn Playground (Let's Make Clay Monsters)","Family & kids","Flynn Playground",""
35e576a6-d6a0-1915-7649-bf1dbcaebcb7,"Teen Green Team","Volunteering","Brooklyn Bridge Park","Brooklyn Bridge Park"
4ae71e67-e8d8-3c74-a9c3-df5775206e70,"From Presence to Power Book Launch: Rashad Robinson in Conversation with Jane Fonda","Books & readings","IFC Center, 323 Sixth Ave.",""
6a410d8f-4b7c-2577-d682-3f44614d4078,"Summer Sports Experience: Spuyten Duyvil Playground ""Hustle Clash""","Social Sports","Spuyten Duyvil Playground",""
63334646-8d46-cdf7-84c0-0d8b2c5e6cca,"Salsa Social","Exercise Classes","Washington Square Park",""
013ef803-ed53-54fd-f174-57244346ec4c,"Open Hours at the Environmental Education Center (Weekends) - August 1","Hiking & parks","Environmental Education Center, Brooklyn Bridge Park","Brooklyn Bridge Park"
4baa8e4e-9624-c913-96d8-3b2b58d1dd99,"Trueno / Milo J / J Noa","Live Music","Manhattan",""
a9e65ecb-40da-74c6-c61a-57362d919f48,"Park Tour","Hiking & parks","Bryant Park","Midtown"
9ed3f4e2-334a-5b20-c7c2-acaceda051c8,"Prospect Park Wellness Walk","Wellness","Prospect Park",""
a52abfb3-38fa-fe57-ad45-4590f74763f4,"Musical Theater Workshop Performance","Recreation Center Programming","Herbert Von King Park",""
88ce72df-507c-f6ab-d827-e3d4b385f5d1,"Kids in Motion: Hunts Point Playground (Let's Make Clay Monsters)","Family & kids","Hunts Point Playground",""
53f21e98-9b9f-3ecf-4d8b-cd353a0b049c,"Liberation Summer: Women's Movement and the Future of American Politics","Museums","Bryant Park/Bryant Park Reading Room",""
62de876c-de99-a803-e9aa-7e8e6375c2d8,"Midtown Dance: Mucho(s) Estilo(s) in Greeley Square Park","Dance Classes","Greeley Square Park",""
607a9fde-16ec-bf31-affb-f990591313b1,"Afternoon Tea","Food","Wave Hill",""
2fb48cd2-3c5c-5fdc-ee66-fed2370ad25e,"NYRR Open Run: St. Marys Park","Running/Jogging","",""
e0f29cce-04cb-7a31-23cb-38a538954df5,"All That Skitters!","Nature","Marine Park",""
0b5de573-a15a-3d27-6390-93380669bd67,"Family Art Project: Brilliance of Seeds and Weeds","Family & kids","Wave Hill",""
abc61b48-2dfc-6f08-5d66-0ca28cc8e0f5,"Debbie Knapper and the Knappertime Band","Live music","Hudson River Park",""
c186cfc7-3d94-1c14-d752-f113847495a2,"Play Mobile: Equity Playground","Sports","Equity Playground",""
c6b9c482-87e9-ba47-2946-946db19f2c21,"Morning Yoga at Bryant Park","Yoga & Pilates Classes","Bryant Park",""
8c557641-4743-6b34-878b-7e70441bc76f,"Suzanne Ciani Brings Her Buchla Synthesizer to Doug Aitken's Lightscape at The Shed","Art & galleries","The Shed",""
51421ed1-6d7a-4dcd-d70d-dd9658f6099b,"Salt Marsh Ecology Hike","Urban Park Rangers","Marine Park",""
5cc6fa94-ba85-26f3-732b-8bdd67b76a9a,"FIDO Coffee Bark","Free","Prospect Park",""
255f525e-b7e4-d616-691d-20e3c75b471b,"NYRR Open Run: Brooklyn Bridge Park","Running/Jogging","Brooklyn Bridge Park",""
aba001d4-2e57-f146-a452-063776a83714,"Cross Country Course Volunteer Days","Walking","Van Cortlandt Park",""
9ce9cd61-d1a5-5a62-ef1b-be427d9c054b,"The Assouline Summer Market Cart","Markets & shopping","The Mark Hotel ",""
9220ce1e-657e-fa58-7171-54be24971ec3,"Kids in Motion: Williamsbridge Oval Playground West (Let's Make Clay Monsters)","Family & kids","Williamsbridge Oval",""
e91c2c77-0103-3bfb-e54a-9ffd0f144c33,"Lunchtime Jazz: July 30","Live music","Union Square Park","Union Square"
a6f7a697-565f-a412-27a3-6dfe5bfaaa2c,"Yoga at Bryant Park","Yoga & Pilates Classes","Bryant Park",""
36a5bc5e-f42e-c5f6-96af-30545cf04a24,"Kids in Motion: Spuyten Duyvil Playground (Let's Make Clay Monsters)","Family & kids","Spuyten Duyvil Playground",""
cbd6ede1-1664-9bc7-f8d7-7a7401044487,"Free Summer Meals in Prospect Park","Wellness","Prospect Park",""
f2d9daf9-6171-12c5-378b-49daee2e07a3,"Trees Count at Jennifer's Playground","Volunteer","",""
bcd8f6e9-3a66-6ab8-accb-3013bc866577,"Piano in Bryant Park","Accessible Activities","Bryant Park",""
6a046a68-7cc8-4e6c-17e8-820de4fa9954,"Double Dutch","Social Sports","Washington Square Park",""
1967b1f6-b731-5204-30df-55e7c94fdb62,"Kids in Motion: Ben Abrams Playground (Let's Make Clay Monsters)","Family & kids","Bronx Park",""
9435d95e-a50a-35b1-9a4c-df4d3411da0d,"Indigenous Art Workshop with NAIC-NY","Workshops","Starlight Park",""
7bfd085f-10a7-fda1-a532-c6399673a4b0,"Dance Fitness with Shape Up NYC at the Boathouse","Wellness","Prospect Park",""
33b13dc9-3ecb-79aa-80e8-ec1914076ede,"Exhibit: Long Live J’ouvert","Lefferts Historic House","Prospect Park",""
1f345b4e-89f8-0be0-7ca8-f42e5cc5867d,"Cardio Sculpt","Exercise Classes","Torsney Playground",""
d86f9c38-a2d7-e755-d54e-58c06ca56a01,"In-Person Vibrant Verbal Description Tour: Reading Under Fire","Books & readings","Poster House",""
7eb92cb8-a425-5a63-7b14-84231035306f,"Midtown Music","Live music","Bryant Park","Midtown"
9e2de9ee-5504-8017-d25b-389edfd2a90c,"Park Open Studio","Family & kids","Washington Square Park",""
13fca318-7619-0605-8fdd-0139b2978224,"Summer Sports Experience: Basketball Seasonal Clinics at McDonald's Playground","Summer Sports Experience","Austin J. McDonald Playground",""
c5693a92-c8e7-a402-5dc0-cf2f6a51fd0c,"Play Mobile: Silent Springs Playground","Sports","Kissena Corridor Park",""
0c40bb28-27f6-165d-2e06-4b92b549442d,"Bargemusic Concerts - August 1","Live music","Visitor Center at the Boathouse, Brooklyn Bridge Park","Brooklyn Bridge Park"
53a9228e-ffef-c9cc-b6eb-1676d2ba671c,"Docent Tour: Love & Fury","Museums","Poster House",""
b3133d73-c536-c159-5eff-b1ae026507f4,"Summer Sports Experience: Basketball","Summer Sports Experience","Chelsea Park",""
08d365f1-76e4-e458-a77a-282713b49af5,"Summer Sports Experience: Introduction to Soccer and Introduction to Dodgeball","Summer Sports Experience","Chelsea Park",""
c06f8d01-ca4d-80d1-f6dc-c1dc7505aafc,"Kids in Motion: St. Mary's Playground West (Let's Make Clay Monsters)","Family & kids","St. Mary's Park",""
21400fcd-7dd9-7aac-ad2c-a95ff8824d44,"NYRR Open Run: Flushing Meadows Corona Park","Running/Jogging","Flushing Meadows Corona Park",""
ee798654-fd9e-9698-51f2-97c12705d7fd,"Brooklyn Bridge Park Conservancy Waterfront Walks","Walking","Brooklyn Bridge Park",""
a1ca0675-b0f1-6219-c6d2-f3da08c8e362,"Exhibition: Think Global. Act Local.","Walking","Conference House Park",""
49253d71-283c-83db-1b1a-272ca877f10b,"Queens Recreation Summer Sports Experience","Summer Sports Experience","",""
d2e474b0-4680-59b7-c5b6-43adb6044d91,"Summer Sports Experience: Basketball, Soccer and Flag Football","Summer Sports Experience","Horace Harding Playground",""
5445cf6b-2f49-962a-4150-9ce71a15e362,"Hoop Jam in Herald Square Park","Social Sports","Herald Square",""
d32e1ec5-b230-cf3f-a007-1ddfc1d165c0,"Belong&#243;'s Fat Cats in the Harlem Rose Garden","Free Summer Concerts","",""
6cccfca3-6842-3d7a-7b64-d9f19b312ed3,"Kissena Park Forest Restoration","Volunteer","Kissena Park",""
b1f214fd-611d-a1e6-d610-d51c2bcf735c,"Highland Park Community Garden: Sip & Discover","Workshops","Highland Park",""
036ca492-8b94-9302-a529-62fbb6d1e185,"Ongoing Outdoor Museum Exhibit: Alice's Terracotta Garden","Walking","Conference House Park",""
f47d768a-412c-e273-8277-4e8bcf019b3d,"America250: Fourth of July Walking Tour at Green-Wood","Brooklyn250","Green-Wood Cemetery",""
58ca23a8-6e16-3a85-8cb1-7c5d9ffda20e,"Hybrid Animal Encyclopedia","Hiking & parks","Governors Island","Governors Island"
0a18dffe-7a63-6dc0-46c1-ca9e93aadbf1,"Garden to Table Youth Program","Family & kids","Roy Wilkins Recreation Center",""
8be67cca-54ff-9279-9d5a-b1a12e656187,"NYRR Open Run: Shore Road Park","Running/Jogging","Shore Park and Parkway",""
95cb1f5c-cdbb-6c20-0ad4-a2b526ffa11c,"NYRR Open Run: Highland Park","Running/Jogging","Highland Park",""
c127af7c-9ffb-70f1-d3ee-33d4a5637e72,"Dance Fitness- Upbeat Pop!","Exercise Classes","Prospect Park",""
ff05a262-3139-a301-f3f1-4d3c2b858385,"Bryant Park Tai Chi","Yoga & Pilates Classes","Bryant Park",""
923a06cb-4dc0-3871-14f7-76f05e3ab149,"Historic New York: The Little Red Lighthouse","Urban Park Rangers","Fort Washington Park",""
616e86d3-a8e8-3ea5-2fa2-81bb49beaeec,"Summer Sports Experience: Flag Football Seasonal Clinic at Faber Recreation Center","Football","Faber Pool and Park",""
710e8823-bb13-c4ea-60ba-13a4808bb707,"Kids in Motion: Tie Dye","Family & kids","Grover Cleveland Playground",""
8111901f-02fc-2f35-acc7-0abee0efdaa0,"Yoga","Yoga & Pilates Classes","Pelham Bay Park",""
4a6e8694-d290-a467-2d4f-fda4c237db02,"Alfred E. Smith Recreation Center Summer Camp Regular Day","Recreation Center Programming","Alfred E. Smith Playground",""
eb9e821c-f090-183f-408c-fa98250c7e6a,"Tai Chi","Yoga & wellness","Bryant Park","Midtown"
af18d9a4-0efd-fcfc-9466-96920367e468,"Le Carrousel Extravaganza in Bryant Park","Family & kids","Bryant Park",""
6a363939-74a8-200b-7463-6021a9cc1f55,"Yoga","Yoga & Pilates Classes","",""
90b5373c-317c-2f4b-b387-c51c72a8b3ef,"Author","Books & readings","Bryant Park","Midtown"
77c9c141-596a-4de6-2c88-8a7087a1f294,"Friends of Bronx River Forest Meeting","Community Input Meetings","",""
458c9930-6682-fb42-a3a1-b68b2d8481c5,"Risha Gorig: The Journey","Free","Prospect Park",""
39cb07be-3270-182f-f7d8-89392d3eef7b,"Foragers in the Foodway","Gardening","Concrete Plant Park",""
d66196cd-fbcb-4207-1ef7-5614b488f2f1,"Chair Yoga at Greeley Square Park","Yoga & Pilates Classes","Greeley Square Park",""
1d7a5ac2-1617-f186-0ad5-1e810ca5ad4c,"Exhibit: Battle Pass in Prospect Park","Lefferts Historic House","Prospect Park",""
d4e8f62b-2f0a-7238-1a78-6cd602d66f1b,"Incense and Smoke Wand Workshop with Lashette Williams","Art","Concrete Plant Park",""
aa62c2d3-11b1-59ef-725b-8bb7cb703d37,"Alfred E. Smith Recreation Center Summer Camp Extended Day","Recreation Center Programming","Alfred E. Smith Playground",""
e735ac83-704f-6683-c86a-68d117a7e493,"Magnolia Bakery Banana Pudding Tour","Hiking & parks","",""
d4aee0fe-6bb6-f0b2-725f-d6354ec22d7c,"Bodyroll","Exercise Classes","Washington Square Park",""
3983ee82-c752-5182-7a9b-eafdb9ff0d55,"Trees Count at Barretto Point Park","Volunteer","Barretto Point Park",""
00562523-0a0e-dd8b-ebb6-b5250900b508,"BollyX","Exercise Classes","Chelsea Recreation Center",""
a59027a7-34b8-e71a-118f-62760c4be1d0,"Youth Basketball Clinics - August 1","Family & kids","Pier 2, Brooklyn Bridge Park","Brooklyn Bridge Park"
8ea63c6d-8ce9-ecdb-ce67-82f105e5ff7f,"KIM: Rev. Dr. Maggie Howard","Family & kids","Rev. Dr. Maggie Howard Playground",""
6229d9bd-708c-91af-a9e1-3f5adf16b65e,"Sunderland AFC 26/27 Home Kit Launch","Others","LUME WV",""
fe19477a-0f43-b5a1-adbb-83ed2e80a941,"Trees Count at Washington Market Park","Workshops","Washington Market Park",""
163f83fd-6326-9f76-2efd-5c945094fd83,"Zumba","Exercise Classes","Franklin D. Roosevelt Boardwalk and Beach",""
d5541273-c98b-38d8-4f55-8a431cca7a86,"CANCELED: Dance Fitness Fiesta","Exercise Classes","Rochdale Park",""
feedecf3-5ec8-bb57-3fa1-a3b42409af66,"Summer Sports Experience: Spuyten Duyvil ""Hoops Harmony""","Basketball/Netball","Spuyten Duyvil Playground",""
f72c7466-ff9b-bec5-2d4d-95f0b8d785f1,"Summer Sports Experience: Basketball: Skills and Drills","Summer Sports Experience","Chelsea Park",""
97cbb47e-fb1e-2297-940a-f821429a8b9c,"Juggling Class","Sports & games","Bryant Park","Midtown"
16ba88b1-8200-36a0-53b1-9a26f16644f6,"Turtle Quest: Explore, Observe, Protect with Lizbeth Miron","Workshops","Bronx Park",""
0e75f573-f5e1-90f0-584f-1d6de521d8ce,"Low Impact Bodyweight Circuit Training","Exercise Classes","Astoria Park",""
9b0ade7f-89ed-df30-80fc-1ff053dd894e,"Virtual Vibrant Verbal Description Tour: Reading Under Fire","Books & readings","Poster House",""
32b66c0b-27c2-3efe-db1e-ab09c0c3be1d,"Lemme Skin x Mimi's Frozen Yogurt","Others","",""
0e696d8d-99e3-b950-8319-ab67263a18e1,"Benefiber Good Gut Club","Nightlife","",""
c5b73c27-36a9-c606-a0c9-b20af32cab1e,"Yoga","Yoga & Pilates Classes","Washington Square Park",""
9338c045-58a2-f2fb-e745-87b6cec9b8f8,"What Lives in the East River? - August 1","Hiking & parks","Pier 4 Beach, Brooklyn Bridge Park","Brooklyn Bridge Park"
040a112b-02b1-8a08-555f-0d92ab69a575,"Midnight Release Party: H.M. Wolfe Debuts Genre-Bending Fantasy Romance Daggermouth","Books & readings","Barnes & Noble - Union Square",""
f151bac0-f21c-4f66-1f7b-3fd366926190,"NYRR Open Run: Canarsie Park","Running/Jogging","Canarsie Park",""
1a5a7623-9e08-8d4b-0444-025f31a7a5bb,"Mah Jongg Social","Hiking & parks","Bryant Park","Midtown"
00ea635a-2b98-2bb9-f855-97d27bbfb62a,"NYRR Open Run: Crocheron Park","Running/Jogging","John Golden Park",""
bade8a5e-111a-37e7-347c-210b6377224c,"Wednesday Greenmarket at Bartel-Pritchard Square","Wellness","Prospect Park",""
b17ed4f9-f7ec-80ae-f005-ae96eb665739,"It's My Park at Seth Low Playground/ Bealin Square","It's My Park","Seth Low Playground/ Bealin Square",""
44de4add-cfc4-8468-cd3e-4cda8629489c,"Summer Sports Experience: Basketball","Basketball/Netball","Blood Root Valley",""
4eb0caca-c205-32d9-1757-117ee32bc834,"Public Art Tour","Hiking & parks","Governors Island","Governors Island"
4ec43660-ba8f-dd3f-de3c-d3b9c91afae9,"Total Body Reset","Exercise Classes","Herbert Von King Park",""
aa98f9ad-557c-2b84-967b-07503a5b3f96,"Knitting at Bryant Park","Arts & Crafts","Bryant Park",""
0ac0ab0b-d61f-cb6e-e065-12b4e69f6824,"NYRR Open Run: Inwood Hill Park","Running/Jogging","Inwood Hill Park",""
4b7eb04f-3faf-39f6-9b20-f3373effe3a4,"Summer Sports Experience: St. Mary's Park ""Game of Zones Girls Basketball Clinic""","Basketball/Netball","St. Mary's Park",""
761faee1-eae4-0678-13aa-6a46d611e206,"Care.com Sandwich Generation Pop-Up","Others","",""
9f8f5693-849a-ed41-426d-8a1341f2dfd6,"Yoga","Yoga & wellness","Bryant Park","Midtown"
41b43fff-d7c5-78b9-fc0c-6683ce301c8b,"Summer Sports Experience: Pickleball","Pickleball","Blood Root Valley",""
44d9598c-e5e5-24bf-cb82-c3f55bdea0cf,"Astoria Pool: Lap Swim","Swimming/Aquatics","Astoria Park",""
a3bcc678-f13e-0bef-44ca-abc9781e6179,"GHANAFEST-NY: Edem / Andy Dosty","Live Music","Bronx",""
31a37e24-db42-7d24-2f29-547b52d40dee,"Zumba","Exercise Classes","Flushing Meadows Corona Park",""
0b0cb487-1fa3-ba55-6a5c-18c131a043a3,"Summer Sport Experience: Pickleball","Pickleball","Blood Root Valley",""
313e308c-47bd-31a8-4e44-6b2cd75bcea7,"Cyanotype Workshop with Nadia","Gardening","Hunts Point Riverside Park",""
460612c5-12f2-e9dd-50f9-e94ff27edad5,"False Harmonics #27: Dean Hurley, C. Lavender, Ash Fure","Film & cinema","Pioneer Works",""
86d1433e-c575-9b3a-b3e8-35d75ff0d1b9,"Tango and Transformation - 5 Week Dance + History Seminar","Museums","The Urbane Arts Club, 1016 Beverley Rd, Brooklyn, NY 11218, USA",""
